site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD,MATCH_noBD,MATCH_BD
NL10444,2018-01-01 00:00:00,2018-01-01 01:00:00,1.0,2.225,0.0828244869947432,0.0993267983436584,0.0415,0.0415,0.687790848,0.687790848
NL10444,2018-01-01 01:00:00,2018-01-01 02:00:00,1.0,1.655,0.0922480605697631,0.1115547208213805,0.0416,0.0417,0.463723392,0.463723392
NL10444,2018-01-01 02:00:00,2018-01-01 03:00:00,1.0,0.335,0.0959047644138335,0.1169863254547118,0.0461,0.0462,0.302009856,0.302009856
NL10444,2018-01-01 03:00:00,2018-01-01 04:00:00,1.0,0.26,0.0999656062889098,0.1229092765331267,0.0539,0.0541,0.278017152,0.278017152
NL10444,2018-01-01 04:00:00,2018-01-01 05:00:00,1.0,0.135,0.1074528450393676,0.130956315536499,0.0681,0.0683,0.34023552,0.34023552
NL10444,2018-01-01 05:00:00,2018-01-01 06:00:00,1.0,0.135,0.1087647787284851,0.1335016094970702,0.0957,0.0961,0.455319168,0.455319168
NL10444,2018-01-01 06:00:00,2018-01-01 07:00:00,1.0,0.13,0.1069359369850157,0.1298279487419128,0.1224,0.1234,0.577587072,0.577587072
NL10444,2018-01-01 07:00:00,2018-01-01 08:00:00,1.0,0.155,0.1175639511680601,0.1416185061264037,0.156,0.1572,0.661358208,0.663798144
NL10444,2018-01-01 08:00:00,2018-01-01 09:00:00,1.0,0.16,0.1718084330749511,0.1954611728668212,0.2322,0.2339,0.757193472,0.759633408
NL10444,2018-01-01 09:00:00,2018-01-01 10:00:00,1.0,0.325,0.2098068206405639,0.2274633987236023,0.4153,0.4187,0.788370432,0.790810368
NL10444,2018-01-01 10:00:00,2018-01-01 11:00:00,1.0,0.49,0.238863714866638,0.2523683644866943,0.4934,0.4982,0.7117835520000001,0.7140879360000001
NL10444,2018-01-01 11:00:00,2018-01-01 12:00:00,1.0,0.67,0.3049502611541748,0.3145390863418578,0.5195,0.5274,0.60862848,0.611068416
NL10444,2018-01-01 12:00:00,2018-01-01 13:00:00,1.0,0.725,0.3374606287765502,0.3467769718551635,0.6454,0.6564,0.565522944,0.56796288
NL10444,2018-01-01 13:00:00,2018-01-01 14:00:00,1.0,0.53,0.3824221966552734,0.395075506324768,0.8827,0.8941,0.819547392,0.824291712
NL10444,2018-01-01 14:00:00,2018-01-01 15:00:00,1.0,0.45,0.4423631301498412,0.4650870877075195,1.1199,1.1352,0.93937536,0.94411968
NL10444,2018-01-01 15:00:00,2018-01-01 16:00:00,1.0,0.63,0.5130747219085693,0.5552826651763916,1.2968,1.3139,1.244909568,1.252093824
NL10444,2018-01-01 16:00:00,2018-01-01 17:00:00,1.0,0.945,0.3849728231048584,0.4473660955810547,1.2154,1.2285,1.721781504,1.7326256640000002
NL10444,2018-01-01 17:00:00,2018-01-01 18:00:00,1.0,0.63,0.1856387685012817,0.2272684396934508,0.684,0.6901,1.446204288,1.45582848
NL10444,2018-01-01 18:00:00,2018-01-01 19:00:00,1.0,0.315,0.1629279502773285,0.2012605778503418,0.1471,0.1499,0.6818265600000001,0.68657088
NL10444,2018-01-01 19:00:00,2018-01-01 20:00:00,1.0,0.16,0.1592053578758239,0.207844888858795,0.1299,0.1328,0.148564992,0.14978496
NL10444,2018-01-01 20:00:00,2018-01-01 21:00:00,1.0,0.155,0.1503737764263152,0.1916102876472472,0.1748,0.1792,0.137856384,0.1389408
NL10444,2018-01-01 21:00:00,2018-01-01 22:00:00,1.0,0.13,0.161349038658142,0.1950793747329711,0.1884,0.194,0.178521984,0.18096192
NL10444,2018-01-01 22:00:00,2018-01-01 23:00:00,1.0,0.15,0.1649135853767395,0.202595881576538,0.1704,0.1765,0.151004928,0.151004928
NL10444,2018-01-01 23:00:00,2018-01-02 00:00:00,1.0,0.135,0.1558794198417663,0.1971462393951415,0.1617,0.1692,0.151004928,0.152224896
NL10444,2018-01-02 00:00:00,2018-01-02 01:00:00,1.0,0.125,0.1545715259170531,0.2004496557426452,0.1682,0.1771,0.189366144,0.189366144
NL10444,2018-01-02 01:00:00,2018-01-02 02:00:00,1.0,0.13,0.2100245841407775,0.248570763759613,0.1777,0.1866,0.242095872,0.243180288
NL10444,2018-01-02 02:00:00,2018-01-02 03:00:00,1.0,0.115,0.2044134119796752,0.2436983837127685,0.3099,0.322,0.384561024,0.388220928
NL10444,2018-01-02 03:00:00,2018-01-02 04:00:00,1.0,0.135,0.1616822182273864,0.2030053318977355,0.1428,0.1482,0.502626816,0.50628672
NL10444,2018-01-02 04:00:00,2018-01-02 05:00:00,1.0,0.215,0.2632950788497924,0.3032907259368896,0.1279,0.133,0.27381504,0.275577216
NL10444,2018-01-02 05:00:00,2018-01-02 06:00:00,1.0,0.185,0.3499641439819336,0.3804745858383178,0.1566,0.1611,0.295910016,0.297129984
NL10444,2018-01-02 06:00:00,2018-01-02 07:00:00,1.0,0.14,0.3110722817230224,0.3401140268325805,0.22,0.228,0.33006912,0.331831296
NL10444,2018-01-02 07:00:00,2018-01-02 08:00:00,1.0,0.195,0.2551774550628662,0.2832405268478392,0.2121,0.2205,0.374394624,0.37683456
NL10444,2018-01-02 08:00:00,2018-01-02 09:00:00,1.0,0.225,0.2127150470352173,0.2441076926422118,0.2145,0.2236,0.435528576,0.437968512
NL10444,2018-01-02 09:00:00,2018-01-02 10:00:00,1.0,0.245,0.2348889502716064,0.2713121932983398,0.211,0.2222,0.479311872,0.481616256
