site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD,MATCH_noBD,MATCH_BD
SE0014R,2019-01-01 00:00:00,2019-01-02 00:00:00,24.0,0.016,0.030043455829203588,0.0304238427947361,0.00010416666666666665,9.166666666666667e-05,0.04422083333333333,0.04424583333333334
SE0014R,2019-01-02 00:00:00,2019-01-03 00:00:00,24.0,0.016,0.07689621294352403,0.080038850564148,0.0016041666666666667,0.0015583333333333334,0.04202916666666667,0.04199166666666667
SE0014R,2019-01-03 00:00:00,2019-01-04 00:00:00,24.0,0.016,0.11651163628950012,0.12001178789620028,0.08644583333333333,0.08930833333333332,0.07552083333333333,0.07512916666666668
SE0014R,2019-01-04 00:00:00,2019-01-05 00:00:00,24.0,0.016,0.18302680356587883,0.17927317502397758,0.045075,0.043399999999999994,0.09593333333333333,0.09537916666666667
SE0014R,2019-01-05 00:00:00,2019-01-06 00:00:00,24.0,0.016,0.12574793063364703,0.12504863294258484,0.1230625,0.11775000000000001,0.09003749999999999,0.08716666666666667
SE0014R,2019-01-06 00:00:00,2019-01-07 00:00:00,24.0,0.016,0.9609769062051784,0.9563107371763363,0.6136375,0.6540625,0.6049625,0.58025
SE0014R,2019-01-07 00:00:00,2019-01-08 00:00:00,24.0,0.02,0.3279406420360164,0.3271698329120701,0.4145583333333333,0.4376166666666667,0.3624875,0.3620291666666667
SE0014R,2019-01-08 00:00:00,2019-01-09 00:00:00,24.0,0.016,0.03959257603590205,0.03980329520141748,0.06210000000000001,0.060287499999999994,0.04879166666666667,0.048075
SE0014R,2019-01-09 00:00:00,2019-01-10 00:00:00,24.0,0.016,0.0427251491400533,0.043330782236948424,0.005391666666666667,0.004854166666666666,0.030225000000000002,0.030187499999999996
SE0014R,2019-01-10 00:00:00,2019-01-11 00:00:00,24.0,0.016,0.1461994863775673,0.14147089643626717,0.1433375,0.14762916666666667,0.09090416666666666,0.08784999999999998
SE0014R,2019-01-11 00:00:00,2019-01-12 00:00:00,24.0,0.038,0.1836580865361758,0.17806641216242025,0.18953333333333333,0.18381666666666666,0.10080833333333333,0.09886666666666666
SE0014R,2019-01-12 00:00:00,2019-01-13 00:00:00,24.0,0.048,0.3089720489148701,0.2972081475689818,0.249675,0.25204583333333336,0.11717916666666667,0.10954583333333334
SE0014R,2019-01-13 00:00:00,2019-01-14 00:00:00,24.0,0.018,0.1816658930727176,0.17352488858194223,0.072425,0.07149583333333333,0.06544166666666666,0.059750000000000004
SE0014R,2019-01-14 00:00:00,2019-01-15 00:00:00,24.0,0.04,0.03920299128253232,0.038225711694387564,0.00025833333333333334,0.00025,0.026787500000000002,0.0275625
SE0014R,2019-01-15 00:00:00,2019-01-16 00:00:00,24.0,0.022,0.062122497844722034,0.06116386050009507,0.012554166666666665,0.011883333333333334,0.047375,0.048087500000000005
SE0014R,2019-01-16 00:00:00,2019-01-17 00:00:00,24.0,0.13,0.09332516250232854,0.09274037853331056,0.22448750000000003,0.21562916666666668,0.17227916666666668,0.16702916666666667
SE0014R,2019-01-17 00:00:00,2019-01-18 00:00:00,24.0,0.016,0.0850388088811489,0.08033771627506835,0.0519125,0.049983333333333345,0.05289166666666666,0.047825000000000006
SE0014R,2019-01-18 00:00:00,2019-01-19 00:00:00,24.0,0.02,0.15566423629703857,0.1520226117849058,0.018595833333333336,0.018225,0.036574999999999996,0.037929166666666674
