site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
DK0012R,2011-01-01 07:00:00,2011-01-02 07:00:00,24.0,0.091,0.307563433676958,0.307788457391262
DK0012R,2011-01-02 07:00:00,2011-01-03 07:00:00,24.0,0.154,0.5302067837142944,0.5299936558437347
DK0012R,2011-01-03 07:00:00,2011-01-04 07:00:00,24.0,0.167,0.33261495073080055,0.3326876782727241
DK0012R,2011-01-05 07:00:00,2011-01-06 07:00:00,24.0,0.898,2.238102273168564,2.2379935647916795
DK0012R,2011-01-06 07:00:00,2011-01-07 07:00:00,24.0,0.262,0.4432838294887543,0.44250410614490504
DK0012R,2011-01-07 07:00:00,2011-01-08 07:00:00,24.0,0.296,0.47509826773881914,0.47287005825281136
DK0012R,2011-01-08 07:00:00,2011-01-09 07:00:00,24.0,0.248,0.5012560309314728,0.4945291650533676
DK0012R,2011-01-09 07:00:00,2011-01-10 07:00:00,24.0,0.286,0.28701212579965585,0.283967596912384
DK0012R,2011-01-10 07:00:00,2011-01-11 07:00:00,24.0,0.335,1.126784041403532,1.1281273825776577
DK0012R,2011-01-11 07:00:00,2011-01-12 07:00:00,24.0,0.934,1.894490092303753,1.8876101883673673
DK0012R,2011-01-12 07:00:00,2011-01-13 07:00:00,24.0,0.127,0.23693004670739168,0.23692028057694428
DK0012R,2011-01-13 07:00:00,2011-01-14 07:00:00,24.0,0.392,0.5700317313981056,0.5665963620376587
DK0012R,2011-01-14 07:00:00,2011-01-15 07:00:00,24.0,0.416,0.5343311155366898,0.5237885735106468
DK0012R,2011-01-15 07:00:00,2011-01-16 07:00:00,24.0,0.031,0.2488512336611747,0.24924076962709418
DK0012R,2011-01-16 07:00:00,2011-01-17 07:00:00,24.0,0.179,0.24033682337284082,0.2385247727417945
DK0012R,2011-01-17 07:00:00,2011-01-18 07:00:00,24.0,0.081,0.35240945461511614,0.3529354622387886
DK0012R,2011-01-18 07:00:00,2011-01-19 07:00:00,24.0,0.057,0.15113682353854171,0.15161010003328315
DK0012R,2011-01-19 07:00:00,2011-01-20 07:00:00,24.0,0.053,0.34327742368340486,0.3434496451520919
DK0012R,2011-01-20 07:00:00,2011-01-21 07:00:00,24.0,0.252,0.5190129963183403,0.5205168087172508
DK0012R,2011-01-21 07:00:00,2011-01-22 07:00:00,24.0,0.264,0.4554923779296875,0.4565716397047042
DK0012R,2011-01-22 07:00:00,2011-01-23 07:00:00,24.0,0.132,0.42544044849157325,0.4256335988855362
DK0012R,2011-01-23 07:00:00,2011-01-24 07:00:00,24.0,0.29,0.7747312588500977,0.7753201622390747
DK0012R,2011-01-24 07:00:00,2011-01-25 07:00:00,24.0,0.087,0.1944500964236259,0.19466926416277874
DK0012R,2011-01-25 07:00:00,2011-01-26 07:00:00,24.0,0.045,0.3043600742983817,0.30436286762714376
DK0012R,2011-01-26 07:00:00,2011-01-27 07:00:00,24.0,0.082,0.3710899555921554,0.3719977234768867
DK0012R,2011-01-27 07:00:00,2011-01-28 07:00:00,24.0,0.131,0.5802052123308181,0.5806619430446625
DK0012R,2011-01-28 07:00:00,2011-01-29 07:00:00,24.0,0.414,0.46225112933158874,0.4621176336336135
DK0012R,2011-01-29 07:00:00,2011-01-30 07:00:00,24.0,0.235,0.5505909349775314,0.5491904664850235
DK0012R,2011-01-30 07:00:00,2011-01-31 07:00:00,24.0,0.121,0.6139855674219131,0.6128860596942901
DK0012R,2011-01-31 07:00:00,2011-02-01 07:00:00,24.0,0.016,0.3918000072741508,0.3823972839331627
DK0012R,2011-02-01 07:00:00,2011-02-02 07:00:00,24.0,0.041,0.37382425666332236,0.3644784645438193
DK0012R,2011-02-02 07:00:00,2011-02-03 07:00:00,24.0,0.013,0.26737976585507384,0.27466156364917743
DK0012R,2011-02-03 07:00:00,2011-02-04 07:00:00,24.0,0.095,0.2251924935567378,0.2284416903746127
DK0012R,2011-02-04 07:00:00,2011-02-05 07:00:00,24.0,0.035,0.1564736809682845,0.16060739808917038
DK0012R,2011-02-05 07:00:00,2011-02-06 07:00:00,24.0,0.146,0.13802944855809204,0.13866866132140154
DK0012R,2011-02-06 07:00:00,2011-02-07 07:00:00,24.0,0.066,0.31870163643956184,0.3250610226237773
DK0012R,2011-02-07 07:00:00,2011-02-08 07:00:00,24.0,0.131,0.21217545191645618,0.22122796492516986
DK0012R,2011-02-08 07:00:00,2011-02-09 07:00:00,24.0,0.043,0.11613164112627498,0.11702071689486493
DK0012R,2011-02-09 07:00:00,2011-02-10 07:00:00,24.0,0.216,0.4179025965428352,0.4324575352525711
DK0012R,2011-02-10 07:00:00,2011-02-11 07:00:00,24.0,0.255,0.41688285017609594,0.4214677580630779
DK0012R,2011-02-11 07:00:00,2011-02-12 07:00:00,24.0,0.101,0.43885298559188834,0.4396510873389244
