site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD
DK0012R,2010-07-29 07:00:00,2010-07-30 07:00:00,24.0,0.14,0.1955389871454238,0.19512580961555237
DK0012R,2010-08-12 07:00:00,2010-08-13 07:00:00,24.0,0.136,0.3146079094094037,0.31446541934430594
DK0012R,2010-08-13 07:00:00,2010-08-14 07:00:00,24.0,0.131,0.3557416018933057,0.3556451744002103
DK0012R,2010-08-14 07:00:00,2010-08-15 07:00:00,24.0,0.135,0.16295384474635116,0.16260972057163706
DK0012R,2010-08-15 07:00:00,2010-08-16 07:00:00,24.0,0.192,0.26088456910371777,0.25935128346741193
DK0012R,2010-08-16 07:00:00,2010-08-17 07:00:00,24.0,0.419,0.24387168245196333,0.2428045963585376
DK0012R,2010-08-17 07:00:00,2010-08-18 07:00:00,24.0,0.11,0.30571694468557825,0.3007401582953333
DK0012R,2010-08-18 07:00:00,2010-08-19 07:00:00,24.0,0.053,0.10352671405285589,0.10225985634952772
DK0012R,2010-08-19 07:00:00,2010-08-20 07:00:00,24.0,0.169,0.12671676016509523,0.12660835235089055
DK0012R,2010-08-20 07:00:00,2010-08-21 07:00:00,24.0,0.55,0.42085471076965336,0.4214161917328834
DK0012R,2010-08-21 07:00:00,2010-08-22 07:00:00,24.0,0.149,0.13902273278474797,0.13927536302864543
DK0012R,2010-08-22 07:00:00,2010-08-23 07:00:00,24.0,0.09,0.22503303521871557,0.22483738648295395
DK0012R,2010-08-23 07:00:00,2010-08-24 07:00:00,24.0,0.128,0.1478100691354274,0.1479245059823989
DK0012R,2010-08-24 07:00:00,2010-08-25 07:00:00,24.0,0.061,0.064502367825508,0.06449056813657274
DK0012R,2010-08-25 07:00:00,2010-08-26 07:00:00,24.0,0.069,0.050745545380711445,0.050796226855218306
DK0012R,2010-08-26 07:00:00,2010-08-27 07:00:00,24.0,0.073,0.24564592804193489,0.24474847586393347
DK0012R,2010-08-27 07:00:00,2010-08-28 07:00:00,24.0,0.152,0.5531949671125412,0.5526353932547569
DK0012R,2010-08-28 07:00:00,2010-08-29 07:00:00,24.0,0.13,0.06775289681881658,0.06772877153515804
DK0012R,2010-08-29 07:00:00,2010-08-30 07:00:00,24.0,0.184,0.36010449432283637,0.3577643466472625
DK0012R,2010-08-30 07:00:00,2010-08-31 07:00:00,24.0,0.087,0.1814577419519424,0.18135567919790732
DK0012R,2010-08-31 07:00:00,2010-09-01 07:00:00,24.0,0.15,0.20889795865297311,0.20896173937916748
DK0012R,2010-09-01 07:00:00,2010-09-02 07:00:00,24.0,0.193,0.3788935777497291,0.3785858882522583
DK0012R,2010-09-02 07:00:00,2010-09-03 07:00:00,24.0,0.082,0.15794766223192205,0.15802644752681247
DK0012R,2010-09-03 07:00:00,2010-09-04 07:00:00,24.0,0.14,0.3393955480003356,0.33964806441545486
DK0012R,2010-09-04 07:00:00,2010-09-05 07:00:00,24.0,0.093,0.3268442348074912,0.32755319704890246
DK0012R,2010-09-05 07:00:00,2010-09-06 07:00:00,24.0,0.132,0.6510893710422516,0.6505198787212372
DK0012R,2010-09-06 07:00:00,2010-09-07 07:00:00,24.0,0.179,0.43086474956750864,0.43078938439607617
DK0012R,2010-09-07 07:00:00,2010-09-08 07:00:00,24.0,0.504,0.3110492575907707,0.30334317722797394
DK0012R,2010-09-08 07:00:00,2010-09-09 07:00:00,24.0,0.234,0.3273732756209373,0.32736712339639656
DK0012R,2010-09-09 07:00:00,2010-09-10 07:00:00,24.0,0.179,0.28560408864021297,0.2843727701330184
